PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
237751451,20198133,18,2020-10-23T00:53:00,"E Carson St & S 18th St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 3112 Traffic-Control Signals.,1702,3,3,-79.9805652715853,40.4287665592296
237780406,20197746,99,2020-10-22T14:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,3,5,-79.9937050598573,40.4218022561637
237781812,20198420,3,2020-10-23T12:00:00,"Anderson St & E Lacock St Pittsburgh, PA 15212",N,North Shore,1,ROBBERY,3701 Robbery.,2205,1,6,-80.0009835408411,40.449682086318
237785344,20198451,99,2020-10-23T13:41:00,"Triangle Park Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0022160165693,40.4415969721735
237803651,20198742,99,2020-10-23T21:14:00,"1500 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,FOUND PROPERTY,9489 Found Property,2703,1,1,-80.0379253696126,40.4810703259512
235962109,20185014,99,2020-10-03T11:31:00,"Thomas St & N Homewood Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.9000893718294,40.4509324146842
236426487,20188228,27,2020-10-08T12:49:00,"7100 Block Penn Ave Pittsburgh, PA 15208",N,Point Breeze North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1405,9,3,-79.9037362051709,40.449987209549
236434282,20188529,3,2020-10-08T20:57:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,ROBBERY,3701 Robbery.,2901,4,3,-79.9865235535491,40.3931998334253
236532159,20188929,0,2020-10-09T13:25:00,"2500 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,99,9093 Indirect Criminal Contempt,2615,6,1,-80.0188204309074,40.4668936831574
236555040,20189394,6,2020-10-10T03:12:00,"Saw Mill Run Blvd & Liberty Tunl Pittsburgh, PA 15211",N,Beltzhoover,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 9125 Possible  Stolen Car Recovered,1809,,,0,0
237215452,20194259,10,2020-10-17T09:49:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,TERRORISTIC THREATS,2706 Terroristic Threats.,509,6,3,-79.9746251357847,40.4498408057687
237229452,20194519,99,2020-10-17T18:31:00,"700 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,AIDED CASE,9497 Aided Case,2020,2,5,-80.0392498746165,40.445118013911
237249393,20195097,10,2020-10-18T16:35:00,"1200 Block Album St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709(a) Harassment.,1203,9,2,-79.9038827071428,40.4686952100576
235952974,20184927,5,2020-10-03T01:43:00,"1100 Block Morningside Ave Pittsburgh, PA 15206",Y,Morningside,5,BURGLARY,3502 Burglary.,1014,7,2,-79.9311851896827,40.4774769761793
235959322,20185074,0,2020-10-03T12:55:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,99,9999 9999 - (Misc. Incident): ,2609,,,0,0
237362981,20196049,0,2020-10-20T02:14:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",Y,Duquesne Heights,3,DUI - GENERAL IMPAIRMENT,1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,1911,2,5,-80.0199299522882,40.4258728267517
237457983,20196402,5,2020-10-20T15:30:00,"1900 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,BURGLARY,3502 Burglary.,2406,1,1,-79.9811975833752,40.4657408596982
237475288,20196569,21,2020-10-20T20:27:00,"Blvd Of The Allies & Bates St Pittsburgh, PA 15213",Y,Central Oakland,4,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,406,3,3,-79.9564106562667,40.4351318879698
237949157,20200501,11,2020-10-05T20:00:00,"500 Block Singer Pl Pittsburgh, PA 15221",N,East Hills,5,CREDIT CARDS,4106 Access Device Fraud,1306,9,2,-79.8829005674581,40.4491871646488
238067125,20201418,6,2020-10-28T00:15:00,"300 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2020,2,5,-80.0362445637197,40.4469272764466
-3262046656,20185373,0,2020-10-03T23:05:00,"1400 Block Hillsboro St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2022,2,5,-80.0620434750216,40.4500904762954
235988746,20185414,20,2020-10-04T01:17:00,"Bennett St & Collier St Pittsburgh, PA 15208",Y,Homewood South,5,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 627.02(b)(i) Possessing a small amount of marijuana / 7513 Restriction on Alcoholic Beverages - Open Container / 4581 Restraint Systems. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,1303,9,2,-79.8922685358957,40.4554709175207
235994268,20185511,5,2020-10-04T05:20:00,"100 Block Rhine Ct Pittsburgh, PA 15212",N,Spring Hill-City View,1,BURGLARY,3502 Burglary. / 2701 Simple Assault. / 3304 Criminal Mischief. / 907 Possessing Instruments of Crime.,2620,1,1,-79.992041845149,40.4653596489546
236134449,20186298,0,2020-10-05T15:40:00,"Bark St & Hazelton St Pittsburgh, PA 15214",N,Perry South,1,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 2705 Recklessly Endangering Another Person. / 3925 Receiving Stolen Property. / 3361  Driving Vehicle at Safe Speed. / 3736 Reckless Driving / 3323 Stop Signs and Yield Signs. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 3733 Fleeing or Attempting to Elude Police Officer / 503.04 Traffic Control Devices,2614,6,1,-80.005994727562,40.4675678574588
237228882,20194537,4,2020-10-17T18:34:00,"Termon Ave & Massachusetts Ave Pittsburgh, PA 15212",N,Brighton Heights,1,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,2701,1,1,-80.0409511624475,40.4820934048405
237463522,20196489,6,2020-10-20T18:15:00,"1600 Block Belhurst Ave Pittsburgh, PA 15204",N,Windgap,6,THEFT FROM AUTO,3934 Theft from Vehicle,2807,2,5,-80.0768409663221,40.457655973334
237464001,20196490,0,2020-10-20T18:20:00,"4700 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): ,901,,,0,0
237465234,20196547,10,2020-10-20T19:55:00,"1500 Block Beechview Ave Pittsburgh, PA 15216",N,Beechview,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1916,4,5,-80.0251386963989,40.4128760130292
237474370,20196593,99,2020-10-20T22:37:00,"2300 Block Carey Way Pittsburgh, PA 15203",N,South Side Flats,3,MENTAL 201/302,9498 302 (Mental),1609,3,3,-79.9730588186416,40.4278493703313
237488962,20196755,99,2020-10-21T04:55:00,"Spring Garden Ave & Wicklines Ln Pittsburgh, PA 15212",N,Troy Hill,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue / 3301 Arson ,2406,1,1,-79.9852895615301,40.4661344475344
237606977,20197417,0,2020-10-22T01:29:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,99,8106 Shots Fired,1115,7,2,-79.933785260738,40.4583618995454
237814939,20198942,10,2020-10-24T03:05:00,"100 Block Rhine Pl Pittsburgh, PA 15212",Y,Spring Hill-City View,1,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2620,1,1,-79.992041845149,40.4653596489546
237820626,20199006,0,2020-10-24T08:15:00,"South Side Ave & Luella St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.9977412739119,40.470008391219
237843606,20199497,23,2020-10-25T01:50:00,"6500 Block Hamilton Ave Pittsburgh, PA 15206",N,Larimer,5,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9992 Governor's Order Violation,1208,9,2,-79.9142657236002,40.4589924478051
237845285,20199573,0,2020-10-25T03:17:00,"1900 Block S 18th St Pittsburgh, PA 15203",Y,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3736 Reckless Driving / 3714 Careless Driving,1706,3,3,-79.9794932819839,40.4246466015742
236125079,20186355,0,2020-10-05T17:00:00,"700 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,99,9999 9999 - (Misc. Incident): ,2609,1,1,-79.9982412589835,40.4759997700279
236231422,20186962,17,2020-10-06T16:38:00,Zone 5,N,,5,INDECENT ASSAULT WITHOUT CONSENT,3126(a)(1) Indecent assault without consent,,,,,
236243498,20186940,26,2020-10-06T16:08:00,"300 Block Glasgow St Pittsburgh, PA 15204",Y,Sheraden,6,ESCAPE,5121 Escape. / 9501 Bench Warrant / 4914(A) False Identification to Law Enforcement,2018,2,5,-80.0483648653305,40.4567583579151
236351730,20187902,0,2020-10-07T23:21:00,"1300 Block Ferris Ct Pittsburgh, PA 15221",N,Homewood North,5,99,8106 Shots Fired,1301,9,2,-79.8876404038453,40.4595856873817
236392730,20188183,6,2020-10-08T11:07:00,"600 Block W General Robinson St Pittsburgh, PA 15212",N,Brighton Heights,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2701,,,-79.8909625529004,40.4423497354528
236745340,20190875,17,2020-10-12T14:30:00,Zone 3,N,,3,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
237474182,20196564,4,2020-10-20T20:37:00,"100 Block Walter St Pittsburgh, PA 15210",N,Allentown,3,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 3304 Criminal Mischief. / 8106 Shots Fired,1803,3,5,-79.9947935708787,40.4217697728822
237475805,20196604,5,2020-10-20T21:45:00,"500 Block Farnsworth St Pittsburgh, PA 15207",N,Greenfield,4,BURGLARY,3502 Burglary.,1516,5,3,-79.9427728680476,40.4232853954367
237481873,20196626,99,2020-10-20T23:15:00,"400 Block Crawford St Pittsburgh, PA 15219",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,,,0,0
237489423,20196750,5,2020-10-21T04:30:00,"500 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,3,-79.9950374437945,40.4287569781491
237537388,20196886,18,2020-10-21T09:20:00,"N Homewood Ave & Frankstown Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 13(a)(30)* Delivery of Controlled Substance,1302,9,2,-79.8963011488784,40.457404655664
237562057,20196991,0,2020-10-21T13:50:00,"500 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,99,601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,201,6,6,-79.9981194717119,40.4403400419921
235952896,20184936,99,2020-10-03T09:01:00,"300 Block Lawn St Pittsburgh, PA 15213",N,South Oakland,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),409,6,3,-79.9636478838694,40.4344517716903
235969311,20185287,6,2020-10-03T08:05:00,"400 Block 56th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),"3929 Retail Theft. / 2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1011,,,0,0
236009070,20185611,5,2020-10-03T23:00:00,"1100 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,BURGLARY,3502 Burglary.,1014,7,2,-79.9301679022704,40.4773086210753
236011106,20185623,0,2020-10-04T11:10:00,"St Patrick St & S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): Destruction of rabid animal,1706,3,3,-79.9822109347842,40.4213531592332
236125090,20186294,9,2020-10-05T15:45:00,"900 Block Freeport Rd Pittsburgh, PA 15238",Y,Outside County,5,FORGERY,4101 Forgery. / 13(a)(32) Paraphernalia - Use or Possession,6699,9,2,-79.8923529450752,40.4861185015656
236130956,20186460,99,2020-10-05T17:50:00,"1200 Block Chelton Ave Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1918,4,5,-80.0147588185896,40.3896570417048
237142534,20193454,0,2020-10-16T08:12:00,"Centre Ave & Dinwiddie St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident / 1786 Required Financial Responsibility.,305,6,3,-79.9805656878737,40.4434521645343
237192052,20193834,6,2020-10-16T17:55:00,"2100 Block Centre Ave Pittsburgh, PA 15219",Y,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 1501 Drivers Required to be Licensed.,501,6,3,-79.9788764417094,40.4443711190007
237204459,20194160,99,2020-10-17T03:41:00,"Grant St & Strawberry Way Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9954283636752,40.4414539105796
237249627,20195110,99,2020-10-18T16:56:00,"200 Block Coltart Ave Pittsburgh, PA 15213",N,Central Oakland,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,405,3,3,-79.9598537709949,40.4387298363366
237250626,20195169,6,2020-10-18T09:30:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,THEFT FROM AUTO,3934 Theft from Vehicle,2509,6,1,-80.0069833937371,40.460310552493
-3348025481,20195694,14,2020-10-19T14:00:00,"5300 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,1011,7,2,-79.9522872100965,40.4821389486867
238132662,20201776,0,2020-10-28T13:17:00,"4000 Block Penn Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,903,7,2,-79.9579274529427,40.4651883742036
238134121,20201777,27,2020-10-28T10:00:00,"2200 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.9745994066805,40.4272550585301
238137126,20201728,11,2020-10-28T12:15:00,"3000 Block Ashlyn St Pittsburgh, PA 15204",N,Sheraden,6,IDENTITY THEFT,4120 Identity Theft,2018,,,0,0
238138393,20201771,22,2020-10-28T13:22:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",201,6,6,-79.9979394801918,40.4429453058994
238142568,20201780,27,2020-10-28T13:48:00,"Arch St & Sampsonia St Pittsburgh, PA 15212",N,Central North Side,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2206,1,1,-80.0093489007987,40.4573398341762
238143258,20201789,0,2020-10-27T00:01:00,"1900 Block Noblestown Rd Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,2,5,-80.0520420475639,40.4359838396036
236000668,20185565,99,2020-10-04T08:30:00,"Moravian Way & Lockhart St Pittsburgh, PA 15212",N,East Allegheny,1,FOUND DRUGS,9017 Found Drugs,2304,1,1,-80.0006819760451,40.4522780170383
236020022,20185741,99,2020-10-04T16:05:00,"Turtle Way & Concord St Pittsburgh, PA 15212",N,East Allegheny,1,SUICIDE,9495 Suicide,2304,1,1,-79.9975047055714,40.45770597852
236092212,20186196,4,2020-10-05T12:17:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AGG-ASSAULT,2702 Aggravated Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2704,1,1,-80.0257260277507,40.4663049781753
236255426,20187175,0,2020-10-06T23:15:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,99,9999 9999 - (Misc. Incident): Medical Call/ Forced Entry,2107,,,0,0
237454395,20196205,18,2020-10-20T09:56:00,"Murray Ave N & Solway St Pittsburgh, PA 15217",Y,Squirrel Hill North,4,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 1511 Carrying and Exhibiting Driver's License on Demand. / 3736 Reckless Driving / 3323 Stop Signs and Yield Signs. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,1403,8,3,-79.9236640289145,40.4428868817677
-3431154250,20196452,10,2020-10-20T17:18:00,"Webster Ave & Junilla St Pittsburgh, PA 15219",N,Middle Hill,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children.,501,6,3,-79.9725263344249,40.4496273659039
-3344048615,20197485,0,2020-10-22T04:30:00,"1700 Block Arlington Ave Pittsburgh, PA 15210",Y,South Side Slopes,3,99,670.02  (a) Disruptive activity prepetrataed/caused/permitted on property by owner(s)/tenant(s)/occupant(s)/invitee(s) of the property / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1706,3,0,-79.9864357729389,40.4176189902752
237613414,20197463,10,2020-10-22T03:20:00,"Monongahela Upas Pittsburgh, PA 15222",N,Central Business District,2,RECKLESSLY ENDANGER ANOTH PER,"2706 Terroristic Threats. / 2705 Recklessly Endangering Another Person. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,,,0,0
237738845,20197945,14,2020-10-22T18:57:00,"300 Block S Murtland St Pittsburgh, PA 15208",Y,Point Breeze,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1406,8,3,-79.9073802670603,40.4488441699492
237751933,20198171,6,2020-10-22T07:00:00,"1500 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2406,1,1,-79.9850564269765,40.4615845286472
237768967,20198334,0,2020-10-18T03:23:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9093 Indirect Criminal Contempt,1803,3,5,-79.9937050598573,40.4218022561637
236205952,20186848,0,2020-10-05T12:30:00,"Market Pl & Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,99,2709(a)(2) Harassment by Following Person in Public Place(s),201,6,6,-80.0029611319642,40.4407983579103
237203313,20194080,27,2020-10-17T01:09:00,"4900 Block Friendship Ave Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,809,7,2,-79.9451005436717,40.4620514280013
237566810,20197032,15,2020-10-21T14:26:00,"Liberty Ave & 9th Ter Pittsburgh, PA 15222",Y,Central Business District,2,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3334 Turning Movements and Required Signals. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3714 Careless Driving",201,6,6,-79.9979769770073,40.4429445426381
237850086,20199649,3,2020-10-25T08:53:00,"600 Block Paulson Ave Pittsburgh, PA 15206",N,Larimer,5,ROBBERY,3701 Robbery.,1204,9,2,-79.9103991000789,40.4646086179298
237871403,20199947,4,2020-10-25T20:30:00,"300 Block Bailey  Ave Pittsburgh, PA 15211",Y,Bluff,3,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,103,3,5,-80.0024521950324,40.4267667487133
-2945000227,20184988,99,2020-10-03T10:36:00,"2400 Block Waterman Ave Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2904,,,0,0
236133827,20186441,4,2020-10-05T19:01:00,"1400 Block Locust St Pittsburgh, PA 15219",Y,Bluff,2,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault.,103,6,3,-79.9854587006851,40.4360439740714
236197211,20186785,26,2020-10-06T11:55:00,"1700 Block Letsche St Pittsburgh, PA 15214",Y,Fineview,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2509,,,0,0
236224650,20186946,26,2020-10-06T16:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2507,6,1,-80.0165685056208,40.4568744092444
-3460010398,20196103,0,2020-10-20T04:41:00,"3400 Block Bates St Pittsburgh, PA 15213",N,Central Oakland,4,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means / 3301 Arson ",405,3,3,-79.9564110525722,40.4351605450064
237474151,20196598,27,2020-10-20T21:27:00,"Bradish St & S 11th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3714 Careless Driving,1702,3,3,-79.9874840998035,40.4271712751388
237589894,20197148,0,2020-10-21T17:30:00,"500 Block Chester Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): TRAFFIC STOP,2614,6,1,-80.0160449024953,40.4665805345108
237590583,20197163,29,2020-10-21T17:30:00,"500 Block Chester Ave Pittsburgh, PA 15214",N,Perry South,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2614,6,1,-80.0160449024953,40.4665805345108
237607608,20197386,10,2020-10-22T00:07:00,"1100 Block Banksville Rd Pittsburgh, PA 15216",Y,Banksville,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2023,2,5,-80.0302713936274,40.4199183995027
